159,50
189,190.03
190,190.81
191,191.63
181.53
182,183.00
183,183.78
184,184.50
185,186.03
186,186.97
187,187.72
188,188.50
189,190.03
190,190.81
191,191.63
181.53
182,183.00
183,183.78
184,184.50
185,186.03
186,186.97
187,187.72
188,188.50
189,190.03
190,190.81
191,191.63
DEVICE_INITIALISED
Setting Voltage,ADS1115 Voltage Reading
101,101.78
102,103.03
103,103.75
104,104.62
105,105.94
106,106.84
107,107.69
108,108.72
109,109.62
110,110.56
111,111.47
112,112.84
113,113.72
114,114.66
115,115.62
116,116.59
117,117.53
118,119.28
119,120.28
120,121.28
121,122.28
122,123.28
123,124.31
124,125.34
125,126.37
126,127.41
127,128.41
128,128.97
129,130.03
130,131.09
131,132.16
132,132.91
133,134.06
134,135.16
135,136.25
136,136.81
137,138.00
138,138.59
139,139.75
140,140.88
141,142.03
142,142.63
143,143.81
144,144.97
145,145.59
146,146.78
147,147.84
148,148.47
149,149.69
150,150.94
151,151.50
152,152.47
153,153.72
154,154.34
155,155.63
156,156.88
157,157.72
158,158.38
159,159.66
160,160.31
161,161.63
162,163.00
163,164.31
164,165.03
165,166.38
166,167.03
167,168.31
168,169.03
169,170.41
170,171.09
171,172.25
172,172.94
173,174.38
174,175.09
175,175.81
176,176.91
177,177.59
178,179.06
179,179.81
180,181.25
181,181.53
182,183.00
183,183.75
184,184.50
185,186.03
186,186.94
187,187.72
188,188.50
189,190.03
190,190.81
191,191.63
192,192.41
193,193.97
194,194.78
195,195.56
196,196.34
197,197.94
198,198.75
199,199.56
200,200.38
201,202.59
202,203.41
203,204.25
204,205.06
205,206.72
206,207.34
207,208.19
208,209.06
209,210.75
210,211.13
211,212.00
212,212.84
213,213.75
214,215.47
215,215.75
216,216.66
217,218.41
218,219.28
219,220.19
220,220.44
221,222.25
222,223.19
223,224.06
224,224.97
225,226.13
226,227.03
227,228.00
228,228.91
229,229.84
230,230.81
231,231.75
232,232.72
233,233.66
234,234.59
235,235.50
236,236.47
237,237.44
238,238.38
239,239.38
240,240.22
241,241.19
242,242.19
243,243.16
244,244.16
245,245.94
246,246.94
247,247.94
248,248.94
249,249.94
250,5.34
251,5.22
252,5.13
253,5.09
254,259.47
255,258.44
256,5.03
257,263.59
258,262.53
259,266.38
260,265.31
261,264.25
262,263.22
263,262.13
264,265.88
265,264.78
266,263.72
267,262.63
268,261.53
269,264.06
270,262.97
271,261.88
272,260.78
273,259.69
274,262.06
275,260.94
276,259.84
277,258.75
278,257.63
279,259.72
280,258.56
281,257.44
282,256.34
283,255.22
284,257.28
285,256.16
286,255.03
287,252.69
288,251.56
289,253.38
290,252.19
291,251.00
292,249.84
293,250.34
294,249.16
295,247.97
296,246.78
297,245.59
298,245.94
299,244.75
300,243.56
301,241.16
302,239.91
303,240.06
304,238.84
305,237.63
306,235.19
307,233.94
308,233.84
309,232.59
310,231.38
311,228.88
312,227.59
313,227.28
314,224.81
315,223.53
316,222.28
317,219.78
318,219.28
319,216.69
320,215.41
321,214.09
322,211.56
323,209.50
324,208.22
325,205.66
326,204.34
327,203.03
328,200.69
329,198.06
330,196.72
331,194.09
332,192.78
333,188.91
334,187.56
335,184.91
336,183.56
337,179.34
338,176.66
339,173.94
340,172.59
341,169.91
342,165.41
343,162.66
344,161.25
345,158.50
346,155.75
347,149.56
348,148.16
349,145.34
350,142.53
351,141.13
352,133.22
353,130.38
354,127.56
355,126.12
356,123.28
357,113.47
358,112.03
359,109.16
360,106.31
361,103.44
362,93.16
363,90.31
364,87.34
365,85.94
366,83.00
367,72.31
368,69.41
369,66.50
370,63.53
371,62.03
372,47.88
373,44.97
374,41.97
375,39.00
376,22.91
377,19.94
378,16.91
379,13.84
380,10.81
381,382.69
382,379.63
383,376.56
384,373.47
385,370.44
386,353.28
387,350.22
388,347.13
389,342.47
390,339.41
391,320.00
